Date,Open,High,Low,Close,Adj Close,Volume
2011-06-13,16880.0,17060.0,16760.0,17060.0,13410.5234375,15062450
2011-06-14,17020.0,17460.0,16960.0,17260.0,13567.73828125,10642700
2011-06-15,17320.0,17380.0,17020.0,17300.0,13599.1806640625,13283100
2011-06-16,17060.0,17160.0,16880.0,16960.0,13331.9150390625,11940550
2011-06-17,17020.0,17040.0,16060.0,16380.0,12875.98828125,36058100
2011-06-20,16260.0,16280.0,15900.0,16000.0,12577.2783203125,23580500
2011-06-21,16000.0,16400.0,15960.0,16280.0,12797.380859375,18844400
2011-06-22,16480.0,16660.0,16440.0,16520.0,12986.04296875,16530400
2011-06-23,16500.0,16780.0,16400.0,16620.0,13064.646484375,13858400
2011-06-24,16420.0,17080.0,16420.0,17040.0,13394.7978515625,23453150
2011-06-27,16940.0,16940.0,16560.0,16700.0,13127.53125,15207250
2011-06-28,16800.0,17060.0,16620.0,16640.0,13080.3671875,11950100
2011-06-29,16960.0,16980.0,16640.0,16660.0,13103.966796875,10348200
2011-06-30,16660.0,16700.0,16420.0,16520.0,12993.8505859375,16408950
2011-07-01,16860.0,17200.0,16760.0,17100.0,13450.052734375,22133050
2011-07-04,17400.0,17660.0,17380.0,17560.0,13811.8623046875,21439450
2011-07-05,17600.0,17980.0,17560.0,17980.0,14142.212890625,21107200
2011-07-06,17860.0,17960.0,17740.0,17960.0,14126.484375,11215100
2011-07-07,17960.0,17960.0,17580.0,17600.0,13843.322265625,17861200
2011-07-08,17600.0,17760.0,17460.0,17700.0,13921.9775390625,12070450
2011-07-11,17600.0,17600.0,17240.0,17300.0,13607.3603515625,15974500
2011-07-12,17200.0,17220.0,16920.0,17000.0,13371.392578125,12397200
2011-07-13,16960.0,17100.0,16720.0,16860.0,13261.27734375,16430600
2011-07-14,16700.0,16700.0,16460.0,16620.0,13072.5029296875,20363350
2011-07-15,16600.0,16800.0,16420.0,16640.0,13088.234375,13621800
2011-07-18,16560.0,16600.0,16220.0,16260.0,12789.345703125,18189050
2011-07-19,16120.0,16540.0,16120.0,16440.0,12930.921875,14537100
2011-07-20,16800.0,17080.0,16780.0,17020.0,13387.125,21079150
2011-07-21,16920.0,17020.0,16640.0,16840.0,13245.54296875,10343550
2011-07-22,17000.0,17120.0,16840.0,17000.0,13371.392578125,12179600
2011-07-25,17000.0,17000.0,16680.0,16940.0,13324.19921875,9496800
2011-07-26,16860.0,17020.0,16800.0,17000.0,13371.392578125,11259900
2011-07-27,16960.0,16960.0,16720.0,16900.0,13292.736328125,10079450
2011-07-28,16560.0,16800.0,16520.0,16740.0,13166.890625,13623150
2011-07-29,16920.0,17040.0,16740.0,16880.0,13277.0087890625,15089150
2011-08-01,17100.0,17500.0,17100.0,17400.0,13686.0146484375,19432400
2011-08-02,17060.0,17180.0,17000.0,17040.0,13402.8525390625,13486550
2011-08-03,16800.0,16880.0,16480.0,16660.0,13103.966796875,20417200
2011-08-04,16780.0,16780.0,16300.0,16420.0,12915.1943359375,17307750
2011-08-05,15840.0,16100.0,15780.0,15780.0,12411.7998046875,30392500
2011-08-08,15400.0,15780.0,15200.0,15200.0,11955.6025390625,30296350
2011-08-09,15000.0,15060.0,13920.0,14480.0,11389.28125,49299200
2011-08-10,15200.0,15200.0,14400.0,14400.0,11326.357421875,49244500
2011-08-11,13760.0,14500.0,13760.0,14160.0,11137.58203125,39580150
2011-08-12,14420.0,14440.0,14000.0,14140.0,11121.8515625,33844600
2011-08-16,14700.0,15000.0,14520.0,15000.0,11798.2880859375,30042550
2011-08-17,15020.0,15200.0,14820.0,15040.0,11829.7490234375,14649850
2011-08-18,14960.0,14980.0,14060.0,14180.0,11153.314453125,35336000
2011-08-19,13760.0,13940.0,13440.0,13600.0,10697.1142578125,28970600
2011-08-22,13680.0,14040.0,13660.0,13820.0,10870.154296875,20900650
2011-08-23,14000.0,14700.0,13980.0,14460.0,11373.552734375,24617300
2011-08-24,14480.0,14700.0,14000.0,14160.0,11137.58203125,18508650
2011-08-25,14740.0,14760.0,14420.0,14500.0,11405.013671875,19039800
2011-08-26,14340.0,14680.0,14340.0,14520.0,11420.744140625,10612300
2011-08-29,14840.0,14840.0,14480.0,14660.0,11530.8603515625,13001850
2011-08-30,14820.0,14960.0,14720.0,14840.0,11672.435546875,12629600
2011-08-31,14940.0,14940.0,14620.0,14880.0,11703.90234375,14495500
2011-09-01,15180.0,15760.0,14880.0,15420.0,12128.642578125,35833750
2011-09-02,15300.0,15620.0,15260.0,15380.0,12097.177734375,12915400
2011-09-05,15100.0,15120.0,14600.0,14620.0,11499.3974609375,13853900
2011-09-06,14520.0,14720.0,14200.0,14540.0,11436.4736328125,13213350
2011-09-07,14660.0,15560.0,14660.0,15460.0,12160.1015625,17512500
2011-09-08,15600.0,16040.0,15560.0,15960.0,12553.37890625,28730500
2011-09-09,15700.0,16240.0,15540.0,15600.0,12270.21875,18082650
2011-09-14,15600.0,15620.0,14820.0,15060.0,11845.4794921875,27540950
2011-09-15,15680.0,15680.0,15300.0,15420.0,12128.642578125,21318350
2011-09-16,15880.0,16220.0,15840.0,15960.0,12553.37890625,23811100
2011-09-19,16000.0,16280.0,15760.0,16160.0,12710.6904296875,12327650
2011-09-20,16220.0,16360.0,15920.0,16220.0,12757.884765625,13997500
2011-09-21,16380.0,16560.0,16020.0,16260.0,12789.345703125,17063100
2011-09-22,15920.0,16000.0,15560.0,15800.0,12427.5302734375,15331100
2011-09-23,15280.0,15600.0,15020.0,15160.0,11924.1357421875,21822900
2011-09-26,15200.0,15740.0,15180.0,15500.0,12191.564453125,24018800
2011-09-27,16100.0,16100.0,15820.0,16080.0,12647.7666015625,16526300
2011-09-28,16480.0,16500.0,15820.0,16140.0,12694.95703125,24316950
2011-09-29,16080.0,16960.0,16080.0,16740.0,13166.890625,27675450
2011-09-30,16600.0,16800.0,16220.0,16800.0,13214.0830078125,25780600
2011-10-04,16100.0,16640.0,15920.0,16560.0,13025.3095703125,32895000
2011-10-05,16480.0,17000.0,16340.0,16840.0,13245.54296875,32102800
2011-10-06,17480.0,17580.0,16840.0,17100.0,13450.052734375,29969000
2011-10-07,17300.0,17620.0,17000.0,17200.0,13528.7060546875,26509200
2011-10-10,17560.0,17700.0,17440.0,17480.0,13748.9375,17246250
2011-10-11,17700.0,17700.0,17380.0,17620.0,13859.0556640625,22915500
2011-10-12,17440.0,17980.0,17400.0,17960.0,14126.484375,21528500
2011-10-13,17960.0,17980.0,17620.0,17800.0,14000.6376953125,16266150
2011-10-14,17420.0,17880.0,17420.0,17720.0,13937.7119140625,10850500
2011-10-17,17800.0,17900.0,17620.0,17800.0,14000.6376953125,10675550
2011-10-18,17500.0,17860.0,17420.0,17660.0,13890.5185546875,13844300
2011-10-19,17700.0,17720.0,17400.0,17720.0,13937.7119140625,10704100
2011-10-20,17720.0,18400.0,17660.0,18140.0,14268.06640625,28436600
2011-10-21,18400.0,18500.0,18140.0,18340.0,14425.37109375,23307000
2011-10-24,18260.0,18860.0,18220.0,18820.0,14802.91796875,18769250
2011-10-25,18720.0,19020.0,18700.0,18900.0,14865.845703125,18208000
2011-10-26,18660.0,18920.0,18540.0,18680.0,14692.8017578125,12504750
2011-10-27,18580.0,18780.0,18380.0,18480.0,14535.48828125,17443050
2011-10-28,18560.0,18920.0,18540.0,18900.0,14865.845703125,26884350
2011-10-31,18820.0,19400.0,18660.0,19360.0,15227.65625,23792400
2011-11-01,19360.0,19980.0,19240.0,19800.0,15573.7412109375,30983650
2011-11-02,19400.0,19560.0,19320.0,19420.0,15274.845703125,28454600
2011-11-03,19240.0,19420.0,19160.0,19340.0,15211.9228515625,16408700
2011-11-04,19660.0,20100.0,19640.0,20100.0,15809.7080078125,26704800
2011-11-07,19920.0,20000.0,19720.0,19860.0,15620.9365234375,14018050
2011-11-08,19720.0,19800.0,19300.0,19400.0,15259.119140625,17069900
2011-11-09,19400.0,19760.0,19320.0,19700.0,15495.0849609375,19304250
2011-11-10,19340.0,19460.0,18700.0,18700.0,14708.5322265625,31006050
2011-11-11,18900.0,19680.0,18600.0,19660.0,15463.619140625,24246750
2011-11-14,19760.0,20040.0,19740.0,19920.0,15668.126953125,14136050
2011-11-15,19720.0,20000.0,19600.0,19920.0,15668.126953125,11737100
2011-11-16,19900.0,20060.0,19460.0,19500.0,15337.7744140625,16934350
2011-11-17,19640.0,19840.0,19220.0,19600.0,15416.427734375,12943350
2011-11-18,19420.0,19540.0,19240.0,19260.0,15149.0,16310300
2011-11-21,19020.0,19200.0,18840.0,19000.0,14944.501953125,12791900
2011-11-22,19000.0,19420.0,18860.0,19260.0,15149.0,12040600
2011-11-23,18960.0,19200.0,18700.0,18700.0,14708.5322265625,15335700
2011-11-24,18440.0,19060.0,18420.0,18860.0,14834.380859375,13680750
2011-11-25,18580.0,19060.0,18580.0,18940.0,14897.3076171875,11689400
2011-11-28,19180.0,19640.0,19160.0,19560.0,15384.9736328125,15724000
2011-11-29,19800.0,20100.0,19720.0,20100.0,15809.7080078125,27588450
2011-11-30,20000.0,20200.0,19920.0,20080.0,15793.9814453125,19579400
2011-12-01,20700.0,21600.0,20580.0,21480.0,16895.15234375,34717150
2011-12-02,21220.0,21420.0,20800.0,21000.0,16517.60546875,21917950
2011-12-05,21380.0,21460.0,21160.0,21320.0,16769.302734375,14848100
2011-12-06,21140.0,21400.0,20820.0,20880.0,16423.216796875,14528550
2011-12-07,21000.0,21360.0,20820.0,21120.0,16611.9921875,19746900
2011-12-08,21140.0,21660.0,20920.0,21280.0,16737.84375,25893000
2011-12-09,20980.0,21480.0,20740.0,21060.0,16564.80078125,13804200
2011-12-12,21260.0,21680.0,21200.0,21680.0,17052.458984375,12163550
2011-12-13,21480.0,21500.0,21000.0,21000.0,16517.60546875,13210000
2011-12-14,20680.0,20900.0,20500.0,20800.0,16360.291015625,21064350
2011-12-15,20580.0,20720.0,20300.0,20300.0,15967.0166015625,16963000
2011-12-16,20420.0,20900.0,20400.0,20900.0,16438.94921875,12263200
2011-12-19,20900.0,20900.0,19680.0,20140.0,15841.1708984375,20485300
2011-12-20,20160.0,20580.0,20140.0,20240.0,15919.8193359375,13750300
2011-12-21,20700.0,21140.0,20620.0,21140.0,16627.71875,20402950
2011-12-22,20900.0,21060.0,20820.0,21040.0,16549.060546875,10634550
2011-12-23,21120.0,21480.0,21120.0,21360.0,16800.765625,12299050
2011-12-26,21340.0,21500.0,21320.0,21320.0,16769.302734375,6216250
2011-12-27,21360.0,21600.0,21060.0,21460.0,16879.419921875,11133650
2011-12-28,21460.0,21460.0,21200.0,21220.0,16768.78125,11023850
2011-12-29,21240.0,21540.0,21140.0,21160.0,16721.37109375,10923900
2012-01-02,21400.0,21600.0,21300.0,21600.0,17069.072265625,13151350
2012-01-03,21860.0,22100.0,21840.0,22100.0,17464.189453125,16927750
2012-01-04,22100.0,22200.0,21500.0,21600.0,17069.072265625,17103700
2012-01-05,21460.0,21580.0,21100.0,21100.0,16673.955078125,17298400
2012-01-06,21120.0,21320.0,20600.0,20800.0,16436.888671875,18816250
2012-01-09,20800.0,20820.0,20300.0,20320.0,16057.5693359375,19283000
2012-01-10,20420.0,20720.0,20420.0,20520.0,16215.6240234375,20414800
2012-01-11,20340.0,20480.0,20280.0,20420.0,16136.5947265625,19110150
2012-01-12,20320.0,20580.0,20220.0,20560.0,16247.2294921875,18511000
2012-01-13,20560.0,21000.0,20520.0,20920.0,16531.712890625,14630750
2012-01-16,20800.0,20800.0,20400.0,20600.0,16278.8447265625,11614950
2012-01-17,20820.0,20960.0,20480.0,20720.0,16373.6669921875,17084400
2012-01-18,21020.0,21040.0,20440.0,20600.0,16278.8447265625,15359650
2012-01-19,20760.0,21440.0,20740.0,21440.0,16942.630859375,22385800
2012-01-20,21800.0,22100.0,21520.0,22100.0,17464.189453125,25550800
2012-01-25,21840.0,22500.0,21840.0,22280.0,17606.435546875,22751300
2012-01-26,22320.0,22420.0,21880.0,22260.0,17590.6328125,17655150
2012-01-27,22400.0,22500.0,22220.0,22500.0,17780.28515625,12741200
2012-01-30,22580.0,22600.0,22180.0,22300.0,17622.23046875,16354450
2012-01-31,22100.0,22400.0,21780.0,22140.0,17495.798828125,21731350
2012-02-01,22140.0,22140.0,21560.0,21580.0,17053.26953125,22849650
2012-02-02,21720.0,22080.0,21360.0,21600.0,17069.072265625,22402650
2012-02-03,21420.0,21680.0,21120.0,21320.0,16847.80859375,17801400
2012-02-06,21680.0,21820.0,21320.0,21480.0,16974.24609375,15837500
2012-02-07,21540.0,21920.0,21460.0,21860.0,17274.537109375,11921950
2012-02-08,21980.0,22000.0,21680.0,21840.0,17258.732421875,11809400
2012-02-09,21740.0,21800.0,21200.0,21680.0,17132.296875,24005850
2012-02-10,21680.0,21680.0,21220.0,21240.0,16784.58984375,18579100
2012-02-13,21380.0,21780.0,21340.0,21660.0,17116.486328125,16017250
2012-02-14,21680.0,21780.0,21480.0,21600.0,17069.072265625,12317400
2012-02-15,21960.0,22760.0,21840.0,22700.0,17938.328125,28522350
2012-02-16,22600.0,22800.0,22420.0,22700.0,17938.328125,15411800
2012-02-17,23180.0,23600.0,23120.0,23520.0,18586.328125,17308450
2012-02-20,23560.0,23880.0,23320.0,23500.0,18570.5234375,14814150
2012-02-21,23500.0,23960.0,23300.0,23600.0,18649.544921875,10808250
2012-02-22,23640.0,24000.0,23440.0,23940.0,18918.22265625,11779250
2012-02-23,23460.0,23580.0,23020.0,23200.0,18333.451171875,23259200
2012-02-24,23060.0,23720.0,23060.0,23600.0,18649.544921875,14240300
2012-02-27,23480.0,23600.0,23180.0,23420.0,18507.3046875,8273300
2012-02-28,23920.0,24000.0,23620.0,23700.0,18728.55859375,16648100
2012-02-29,23820.0,24180.0,23820.0,24120.0,19060.466796875,17278300
2012-03-02,24300.0,24340.0,23580.0,23640.0,18681.146484375,18023700
2012-03-05,23800.0,23820.0,23320.0,23480.0,18554.7109375,11175250
2012-03-06,23580.0,23860.0,23340.0,23600.0,18649.544921875,10572850
2012-03-07,23500.0,23660.0,23300.0,23440.0,18523.107421875,11521550
2012-03-08,23600.0,23720.0,23300.0,23600.0,18649.544921875,20270400
2012-03-09,23820.0,24620.0,23760.0,24600.0,19439.78125,18228800
2012-03-12,24480.0,24520.0,24200.0,24200.0,19123.681640625,11826950
2012-03-13,24000.0,24580.0,24000.0,24420.0,19297.537109375,11985550
2012-03-14,24600.0,25100.0,24600.0,25000.0,19755.876953125,18279650
2012-03-15,25020.0,25200.0,24840.0,25000.0,19755.876953125,14038800
2012-03-16,25200.0,25340.0,24760.0,24760.0,19566.216796875,18070200
2012-03-19,24700.0,25360.0,24680.0,25200.0,19913.919921875,11881850
2012-03-20,25340.0,25540.0,25200.0,25340.0,20024.55078125,11935500
2012-03-21,25200.0,25200.0,24840.0,24840.0,19629.43359375,12913550
2012-03-22,24700.0,25260.0,24700.0,25160.0,19882.31640625,12675450
2012-03-23,24860.0,25480.0,24860.0,25220.0,19929.724609375,10818600
2012-03-26,25360.0,25500.0,25220.0,25500.0,20150.990234375,9237800
2012-03-27,25700.0,26220.0,25520.0,26220.0,20719.958984375,14186350
2012-03-28,26000.0,26160.0,25900.0,26040.0,20577.71484375,9914550
2012-03-29,25980.0,25980.0,25600.0,25600.0,20230.013671875,11670000
2012-03-30,25400.0,25600.0,25140.0,25500.0,20150.990234375,15281700
